RECID=R2012111540000002	辵	chuò
RECID=R2012111540026151	火兜墙	huǒ dōu qiáng
RECID=R2012111540026152	火船	huǒ chuán
RECID=R2012111540026153	火麻	huǒ má
RECID=R2012111540026154	火剪	huǒ jiǎn
RECID=R2012111540026155	火情	huǒ qíng
RECID=R2012111540026156	火绳	huǒ shéng
RECID=R2012111540026157	火绳枪	huǒ shéng qiāng
RECID=R2012111540026158	火维	huǒ wéi
RECID=R2012111540026159	火绵	huǒ mián
RECID=R2012111540026160	火塔子	huǒ tǎ zi
RECID=R2012111540026161	火惹惹	huǒ rě rě
RECID=R2012111540026162	火葬	huǒ zàng
RECID=R2012111540026163	火落	huǒ luò
RECID=R2012111540026164	火棒	huǒ bàng
RECID=R2012111540026165	火棉	huǒ mián
RECID=R2012111540026166	火棘	huǒ jí
RECID=R2012111540026167	火硝	huǒ xiāo
RECID=R2012111540026168	火锅	huǒ guō
RECID=R2012111540026169	火焰	huǒ yàn
RECID=R2012111540026170	火焰山	huǒ yàn shān
RECID=R2012111540026171	火焰喷射器	huǒ yàn pēn shè qì
RECID=R2012111540026172	火媒	huǒ méi
RECID=R2012111540026173	火塘	huǒ táng
RECID=R2012111540026174	火筷子	huǒ kuài zi
RECID=R2012111540026175	火腿	huǒ tuǐ
RECID=R2012111540026176	火煤	huǒ méi
RECID=R2012111540026177	火煤子	huǒ méi zi
RECID=R2012111540026178	火源	huǒ yuán
RECID=R2012111540026179	火墙	huǒ qiáng
RECID=R2012111540026180	火碱	huǒ jiǎn
RECID=R2012111540026181	火蜘蛛	huǒ zhī zhū
RECID=R2012111540026182	火锹	huǒ qiāo
RECID=R2012111540026183	火箸	huǒ zhù
RECID=R2012111540026184	火管锅炉	huǒ guǎn guō lú
RECID=R2012111540026185	火辣	huǒ là
RECID=R2012111540026186	火辣辣	huǒ là là
RECID=R2012111540026187	火漆	huǒ qī
RECID=R2012111540026188	火箱	huǒ xiāng
RECID=R2012111540026189	火箭	huǒ jiàn
RECID=R2012111540026190	火箭发动机	huǒ jiàn fā dòng jī
RECID=R2012111540026191	火箭炮	huǒ jiàn pào
RECID=R2012111540026192	火箭筒	huǒ jiàn tǒng
RECID=R2012111540026193	火器	huǒ qì
RECID=R2012111540026194	火镜	huǒ jìng
RECID=R2012111540026195	火燎	huǒ liáo
RECID=R2012111540026196	火燎马蜂窝	huǒ liáo mǎ fēng wō
RECID=R2012111540026197	火鞭	huǒ biān
RECID=R2012111540026198	火镰	huǒ lián
RECID=R2012111540026199	火警	huǒ jǐng
RECID=R2012111540026200	火爆	huǒ bào
RECID=R2012111540026201	火爆劲	huǒ bào jìn
RECID=R2012111540026202	火躁	huǒ zào
RECID=R2012111540026203	火罐	huǒ guàn
RECID=R2012111540026204	灭	miè
RECID=R2012111540026205	灭口	miè kǒu
RECID=R2012111540026206	灭亡	miè wáng
RECID=R2012111540026207	灭门	miè mén
RECID=R2012111540026208	灭火机	miè huǒ jī
RECID=R2012111540026209	灭火器	miè huǒ qì
RECID=R2012111540026210	灭此朝食	miè cǐ zhāo shí
RECID=R2012111540026211	灭伦	miè lún
RECID=R2012111540026212	灭杀	miè shā
RECID=R2012111540026213	灭却	miè què
RECID=R2012111540026214	灭没	miè mò
RECID=R2012111540026215	灭顶	miè dǐng
RECID=R2012111540026216	灭茬	miè chá
RECID=R2012111540026217	灭种	miè zhǒng
RECID=R2012111540026218	灭迹	miè jì
RECID=R2012111540026219	灭绝	miè jué
RECID=R2012111540026220	灭绝种	miè jué zhǒng
RECID=R2012111540026221	灭菌	miè jūn
RECID=R2012111540026222	灭菌灯	miè jūn dēng
RECID=R2012111540026223	灭族	miè zú
RECID=R2012111540026224	灭裂	miè liè
RECID=R2012111540026225	灯	dēng
RECID=R2012111540026226	灯下黑	dēng xià hēi
RECID=R2012111540026227	灯夕	dēng xī
RECID=R2012111540026228	灯火	dēng huǒ
RECID=R2012111540026229	灯火管制	dēng huǒ guǎn zhì
RECID=R2012111540026230	灯心	dēng xīn
RECID=R2012111540026231	灯心草	dēng xīn cǎo
RECID=R2012111540026232	灯心绒	dēng xīn róng
RECID=R2012111540026233	灯心蜻蜓	dēng xīn qīng tíng
RECID=R2012111540026234	灯节	dēng jié
RECID=R2012111540026235	灯用煤油	dēng yòng méi yóu
RECID=R2012111540026236	灯市	dēng shì
RECID=R2012111540026237	灯头	dēng tóu
RECID=R2012111540026238	灯台	dēng tái
RECID=R2012111540026239	灯台守	dēng tái shǒu
RECID=R2012111540026240	灯丝	dēng sī
RECID=R2012111540026241	灯光	dēng guāng
RECID=R2012111540026242	灯会	dēng huì
RECID=R2012111540026243	灯伞	dēng sǎn
RECID=R2012111540026244	灯红酒绿	dēng hóng jiǔ lǜ
RECID=R2012111540026245	灯花	dēng huā
RECID=R2012111540026246	灯芯	dēng xīn
RECID=R2012111540026247	灯芯绒	dēng xīn róng
RECID=R2012111540026248	灯匣子	dēng xiá zi
RECID=R2012111540026249	灯虎	dēng hǔ
RECID=R2012111540026250	灯具	dēng jù
RECID=R2012111540026251	灯明	dēng míng
RECID=R2012111540026252	灯油	dēng yóu
RECID=R2012111540026253	灯泡	dēng pào
RECID=R2012111540026254	灯草	dēng cǎo
RECID=R2012111540026255	灯标	dēng biāo
RECID=R2012111540026256	灯标船	dēng biāo chuán
RECID=R2012111540026257	灯柱	dēng zhù
RECID=R2012111540026258	灯亮儿	dēng liàngr
RECID=R2012111540026259	灯炷	dēng zhù
RECID=R2012111540026260	灯语	dēng yǔ
RECID=R2012111540026261	灯盏	dēng zhǎn
RECID=R2012111540026262	灯座	dēng zuò
RECID=R2012111540026263	灯烛	dēng zhú
RECID=R2012111540026264	灯宵	dēng xiāo
RECID=R2012111540026265	灯球	dēng qiú
RECID=R2012111540026266	灯捻	dēng niǎn
RECID=R2012111540026267	灯笼	dēng long
RECID=R2012111540026268	灯笼鱼	dēng long yú
RECID=R2012111540026269	灯笼草	dēng long cǎo
RECID=R2012111540026270	灯笼裤	dēng long kù
RECID=R2012111540026271	灯船	dēng chuán
RECID=R2012111540026272	灯彩	dēng cǎi
RECID=R2012111540026273	灯谜	dēng mí
RECID=R2012111540026274	灯塔	dēng tǎ
RECID=R2012111540026275	灯焰	dēng yàn
RECID=R2012111540026276	灯蛾	dēng é
RECID=R2012111540026277	灯罩	dēng zhào
RECID=R2012111540026278	灯影	dēng yǐng
RECID=R2012111540026279	灯影戏	dēng yǐng xì
RECID=R2012111540026280	灰	huī
RECID=R2012111540026281	灰人	huī rén
RECID=R2012111540026282	灰土	huī tǔ
RECID=R2012111540026283	灰飞烟灭	huī fēi yān miè
RECID=R2012111540026284	灰不济	huī bù jì
RECID=R2012111540026285	灰不溜	huī bù liū
RECID=R2012111540026286	灰不溜丢	huī bù liū diū
RECID=R2012111540026287	灰不溜秋	huī bù liū qiū
RECID=R2012111540026288	灰气	huī qì
RECID=R2012111540026289	灰分	huī fèn
RECID=R2012111540026290	灰心	huī xīn
RECID=R2012111540026291	灰心丧气	huī xīn sàng qì
RECID=R2012111540026292	灰孔雀雉	huī kǒng què zhì
RECID=R2012111540026293	灰扑扑	huī pū pū
RECID=R2012111540026294	灰失失	huī shī shī
RECID=R2012111540026295	灰白	huī bái
RECID=R2012111540026296	灰市	huī shì
RECID=R2012111540026297	灰头土面	huī tóu tǔ miàn
RECID=R2012111540026298	灰头土脸	huī tóu tǔ liǎn
RECID=R2012111540026299	灰头鹦鹉	huī tóu yīng wǔ
RECID=R2012111540026300	灰尘	huī chén
RECID=R2012111540026301	灰色	huī sè
RECID=R2012111540026302	灰孙子	huī sūn zi
RECID=R2012111540026303	灰体	huī tǐ
RECID=R2012111540026304	灰冷	huī lěng
RECID=R2012111540026305	灰沉沉	huī chén chén
RECID=R2012111540026306	灰岩	huī yán
RECID=R2012111540026307	灰败	huī bài
RECID=R2012111540026308	灰货	huī huò
RECID=R2012111540026309	灰垢	huī gòu
RECID=R2012111540026310	灰哑	huī yǎ
RECID=R2012111540026311	灰度	huī dù
RECID=R2012111540026312	灰洞洞	huī dòng dòng
RECID=R2012111540026313	灰突突	huī tū tū
RECID=R2012111540026314	灰浆	huī jiāng
RECID=R2012111540026315	灰烟瘴气	huī yān zhàng qì
RECID=R2012111540026316	灰烬	huī jìn
RECID=R2012111540026317	灰惨惨	huī cǎn cǎn
RECID=R2012111540026318	灰喜鹊	huī xǐ què
RECID=R2012111540026319	灰棚	huī péng
RECID=R2012111540026320	灰雁	huī yàn
RECID=R2012111540026321	灰黑	huī hēi
RECID=R2012111540026322	灰铸铁	huī zhù tiě
RECID=R2012111540026323	灰滞	huī zhì
RECID=R2012111540026324	灰塌塌	huī tā tā
RECID=R2012111540026325	灰蓬蓬	huī péng péng
RECID=R2012111540026326	灰蒙蒙	huī méng méng
RECID=R2012111540026327	灰暗	huī àn
RECID=R2012111540026328	灰锰氧	huī měng yǎng
RECID=R2012111540026329	灰鼠	huī shǔ
RECID=R2012111540026330	灰腹角雉	huī fù jiǎo zhì
RECID=R2012111540026331	灰溜溜	huī liū liū
RECID=R2012111540026332	灰槽子	huī cáo zi
RECID=R2012111540026333	灰蝶	huī dié
RECID=R2012111540026334	灰鹤	huī hè
RECID=R2012111540026335	灰鲸	huī jīng
RECID=R2012111540026336	灰簇簇	huī cù cù
RECID=R2012111540026337	灰朦朦	huī méng méng
RECID=R2012111540026338	灱	xiāo
RECID=R2012111540026339	灶	zào
RECID=R2012111540026340	灶马	zào mǎ
RECID=R2012111540026341	灶王	zào wáng
RECID=R2012111540026342	灶王爷	zào wáng ye
RECID=R2012111540026343	灶火	zào huo
RECID=R2012111540026344	灶火坑	zào huo kēng
RECID=R2012111540026345	灶户	zào hù
RECID=R2012111540026346	灶头	zào tou
RECID=R2012111540026347	灶台	zào tái
RECID=R2012111540026348	灶团	zào tuán
RECID=R2012111540026349	灶肚	zào dù
RECID=R2012111540026350	灶间	zào jiān
RECID=R2012111540026351	灶词	zào cí
RECID=R2012111540026352	灶君	zào jūn
RECID=R2012111540026353	灶鸡	zào jī
RECID=R2012111540026354	灶披	zào pī
RECID=R2012111540026355	灶披间	zào pī jiān
RECID=R2012111540026356	灶披楼	zào pī lóu
RECID=R2012111540026357	灶炕	zào kàng
RECID=R2012111540026358	灶房	zào fáng
RECID=R2012111540026359	灶界	zào jié
RECID=R2012111540026360	灶神	zào shén
RECID=R2012111540026361	灶屋	zào wū
RECID=R2012111540026362	灶堂	zào táng
RECID=R2012111540026363	灶墨	zào mò
RECID=R2012111540026364	灶膛	zào táng
RECID=R2012111540026365	灶鳖鸡	zào biē jī
RECID=R2012111540026366	灿	càn
RECID=R2012111540026367	灿灿	càn càn
RECID=R2012111540026368	灿烂	càn làn
RECID=R2012111540026369	灿亮	càn liàng
RECID=R2012111540026370	灿黄	càn huáng
RECID=R2012111540026371	灿然	càn rán
RECID=R2012111540026372	灼	zhuó
RECID=R2012111540026373	灼见	zhuó jiàn
RECID=R2012111540026374	灼见真知	zhuó jiàn zhēn zhī
RECID=R2012111540026375	灼伤	zhuó shāng
RECID=R2012111540026376	灼灼	zhuó zhuó
RECID=R2012111540026377	灼急	zhuó jí
RECID=R2012111540026378	灼亮	zhuó liàng
RECID=R2012111540026379	灼热	zhuó rè
RECID=R2012111540026380	灼烤	zhuó kǎo
RECID=R2012111540026381	灼烧	zhuó shāo
RECID=R2012111540026382	灼然	zhuó rán
RECID=R2012111540026383	灼耀	zhuó yào
RECID=R2012111540026384	灸	jiǔ
RECID=R2012111540026385	灸法	jiǔ fǎ
RECID=R2012111540026386	灾	zāi
RECID=R2012111540026387	灾区	zāi qū
RECID=R2012111540026388	灾厄	zāi è
RECID=R2012111540026389	灾民	zāi mín
RECID=R2012111540026390	灾年	zāi nián
RECID=R2012111540026391	灾异	zāi yì
RECID=R2012111540026392	灾变	zāi biàn
RECID=R2012111540026393	灾荒	zāi huāng
RECID=R2012111540026394	灾殃	zāi yāng
RECID=R2012111540026395	灾星	zāi xīng
RECID=R2012111540026396	灾病	zāi bìng
RECID=R2012111540026397	灾害	zāi hài
RECID=R2012111540026398	灾难	zāi nàn
RECID=R2012111540026399	灾难片	zāi nàn piàn
RECID=R2012111540026400	灾患	zài huàn
RECID=R2012111540026401	灾梨	zāi lí
RECID=R2012111540026402	灾象	zāi xiàng
RECID=R2012111540026403	灾情	zāi qíng
RECID=R2012111540026404	灾祸	zāi huò
RECID=R2012111540026405	灾祲	zāi jìn
RECID=R2012111540026406	灵	líng
RECID=R2012111540026407	灵人	líng rén
RECID=R2012111540026408	灵山	líng shān
RECID=R2012111540026409	灵车	líng chē
RECID=R2012111540026410	灵牙利齿	líng yá lì chǐ
RECID=R2012111540026411	灵气	líng qì
RECID=R2012111540026412	灵长	líng zhǎng
RECID=R2012111540026413	灵长目	líng zhǎng mù
RECID=R2012111540026414	灵丹圣药	líng dān shèng yào
RECID=R2012111540026415	灵丹妙药	líng dān miào yào
RECID=R2012111540026416	灵方	líng fāng
RECID=R2012111540026417	灵心	líng xīn
RECID=R2012111540026418	灵幻	líng huàn
RECID=R2012111540026419	灵巧	líng qiǎo
RECID=R2012111540026420	灵头幡	líng tóu fān
RECID=R2012111540026421	灵圣	líng shèng
RECID=R2012111540026422	灵台	líng tái
RECID=R2012111540026423	灵动	líng dòng
RECID=R2012111540026424	灵芝	líng zhī
RECID=R2012111540026425	灵机	líng jī
RECID=R2012111540026426	灵乩	líng jī
RECID=R2012111540026427	灵光	líng guāng
RECID=R2012111540026428	灵曲	líng qǔ
RECID=R2012111540026429	灵肉	líng ròu
RECID=R2012111540026430	灵异	líng yì
RECID=R2012111540026431	灵杠	líng gàng
RECID=R2012111540026432	灵巫	líng wū
RECID=R2012111540026433	灵帏	líng wéi
RECID=R2012111540026434	灵利	líng lì
RECID=R2012111540026435	灵秀	líng xiù
RECID=R2012111540026436	灵体	líng tǐ
RECID=R2012111540026437	灵位	líng wèi
RECID=R2012111540026438	灵床	líng chuáng
RECID=R2012111540026439	灵应	líng yìng
RECID=R2012111540026440	灵泛	líng fàn
RECID=R2012111540026441	灵快	líng kuài
RECID=R2012111540026442	灵妙	líng miào
RECID=R2012111540026443	灵表	líng biǎo
RECID=R2012111540026444	灵苗	líng miáo
RECID=R2012111540026445	灵奇	líng qí
RECID=R2012111540026446	灵明	líng míng
RECID=R2012111540026447	灵变	líng biàn
RECID=R2012111540026448	灵府	líng fǔ
RECID=R2012111540026449	灵性	líng xìng
RECID=R2012111540026450	灵怪	líng guài
RECID=R2012111540026451	灵学	líng xué
RECID=R2012111540026452	灵空	líng kōng
RECID=R2012111540026453	灵房	líng fáng
RECID=R2012111540026454	灵药	líng yào
RECID=R2012111540026455	灵柩	líng jiù
RECID=R2012111540026456	灵威	líng wēi
RECID=R2012111540026457	灵界	líng jiè
RECID=R2012111540026458	灵思	líng sī
RECID=R2012111540026459	灵香草	líng xiāng cǎo
RECID=R2012111540026460	灵便	líng bian
RECID=R2012111540026461	灵俏	líng qiào
RECID=R2012111540026462	灵泉	líng quán
RECID=R2012111540026463	灵迹	líng jì
RECID=R2012111540026464	灵活	líng huó
RECID=R2012111540026465	灵宫	líng gōng
RECID=R2012111540026466	灵神	líng shén
RECID=R2012111540026467	灵桌	líng zhuō
RECID=R2012111540026468	灵透	líng tou
RECID=R2012111540026469	灵席	líng xí
RECID=R2012111540026470	灵座	líng zuò
RECID=R2012111540026471	灵海	líng hǎi
RECID=R2012111540026472	灵弱	líng ruò
RECID=R2012111540026473	灵通	líng tōng
RECID=R2012111540026474	灵验	líng yàn
RECID=R2012111540026475	灵捷	líng jié
RECID=R2012111540026476	灵堂	líng táng
RECID=R2012111540026477	灵眸	líng móu
RECID=R2012111540026478	灵帷	líng wéi
RECID=R2012111540026479	灵符	líng fú
RECID=R2012111540026480	灵敏	líng mǐn
RECID=R2012111540026481	灵敏度	líng mǐn dù
RECID=R2012111540026482	灵猫	líng māo
RECID=R2012111540026483	灵猫香	líng māo xiāng
RECID=R2012111540026484	灵清	líng qīng
RECID=R2012111540026485	灵辉	líng huī
RECID=R2012111540026486	灵牌	líng pái
RECID=R2012111540026487	灵童	líng tóng
RECID=R2012111540026488	灵犀	líng xī
RECID=R2012111540026489	灵魂	líng hún
RECID=R2012111540026490	灵魂工程师	líng hún gōng chéng shī
RECID=R2012111540026491	灵榇	líng chèn
RECID=R2012111540026492	灵感	líng gǎn
RECID=R2012111540026493	灵鉴	líng jiàn
RECID=R2012111540026494	灵签	líng qiān
RECID=R2012111540026495	灵简	líng jiǎn
RECID=R2012111540026496	灵韵	líng yùn
RECID=R2012111540026497	灵寝	líng qǐn
RECID=R2012111540026498	灵境	líng jìng
RECID=R2012111540026499	灵境技术	líng jìng jì shù
RECID=R2012111540026500	灵魄	líng pò
RECID=R2012111540026501	灵慧	líng huì
RECID=R2012111540026502	灵霄	líng xiāo
RECID=R2012111540026503	灵幡	líng fān
RECID=R2012111540026504	灵醒	líng xǐng
RECID=R2012111540026505	灵警	líng jǐng
RECID=R2012111540026506	灺	xiè
RECID=R2012111540026507	炀	yáng
RECID=R2012111540026508	炀炀	yáng yáng
RECID=R2012111540026509	炜	wěi
RECID=R2012111540026510	炜	huī
RECID=R2012111540026511	炜炜	huī huī
RECID=R2012111540026512	<span class="PUC02_E2">&#xe243;</span>	ǒu
RECID=R2012111540026513	炬	jù
RECID=R2012111540026514	炬火	jù huǒ
RECID=R2012111540026515	炖	dùn
RECID=R2012111540026516	炒	chǎo
RECID=R2012111540026517	炒勺	chǎo sháo
RECID=R2012111540026518	炒汇	chǎo huì
RECID=R2012111540026519	炒地皮	chǎo dì pí
RECID=R2012111540026520	炒米	chǎo mǐ
RECID=R2012111540026521	炒买炒卖	chǎo mǎi chǎo mài
RECID=R2012111540026522	炒肝	chǎo gān
RECID=R2012111540026523	炒冷饭	chǎo lěng fàn
RECID=R2012111540026524	炒青	chǎo qīng
RECID=R2012111540026525	炒卖	chǎo mài
RECID=R2012111540026526	炒金	chǎo jīn
RECID=R2012111540026527	炒货	chǎo huò
RECID=R2012111540026528	炒面	chǎo miàn
RECID=R2012111540026529	炒铁	chǎo tiě
RECID=R2012111540026530	炒家	chǎo jiā
RECID=R2012111540026531	炒锅	chǎo guō
RECID=R2012111540026532	炒鱿鱼	chǎo yóu yú
RECID=R2012111540026533	炅	jiǒng
RECID=R2012111540026534	炅	guì
RECID=R2012111540026535	炘	xīn
RECID=R2012111540026536	炝	qiàng
RECID=R2012111540026537	炊	chuī
RECID=R2012111540026538	炊火	chuī huǒ
RECID=R2012111540026539	炊事	chuī shì
RECID=R2012111540026540	炊事员	chuī shì yuán
RECID=R2012111540026541	炊具	chuī jù
RECID=R2012111540026542	炊帚	chuī zhou
RECID=R2012111540026543	炊饼	chuī bing
RECID=R2012111540026544	炊烟	chuī yān
RECID=R2012111540026545	炊爨	chuī cuàn
RECID=R2012111540026546	炙	zhì
RECID=R2012111540026547	炙手	zhì shǒu
RECID=R2012111540026548	炙手可热	zhì shǒu kě rè
RECID=R2012111540026549	炙灼	zhì zhuó
RECID=R2012111540026550	炙热	zhì rè
RECID=R2012111540026551	炙晒	zhì shài
RECID=R2012111540026552	炙脍	zhì kuài
RECID=R2012111540026553	炙烤	zhì kǎo
RECID=R2012111540026554	炆	wén
RECID=R2012111540026555	炕	kàng
RECID=R2012111540026556	炕	kàng
RECID=R2012111540026557	炕几	kàng jī
RECID=R2012111540026558	炕头	kàng tóu
RECID=R2012111540026559	炕围子	kàng wéi zi
RECID=R2012111540026560	炕床	kàng chuáng
RECID=R2012111540026561	炕柜	kàng guì
RECID=R2012111540026562	炕枕	kàng zhěn
RECID=R2012111540026563	炕单	kàng dān
RECID=R2012111540026564	炕沿	kàng yán
RECID=R2012111540026565	炕洞	kàng dòng
RECID=R2012111540026566	炕屏	kàng píng
RECID=R2012111540026567	炕桌	kàng zhuō
RECID=R2012111540026568	炕席	kàng xí
RECID=R2012111540026569	炕梢	kàng shāo
RECID=R2012111540026570	炕琴	kàng qín
RECID=R2012111540026571	炕榻	kàng tà
RECID=R2012111540026572	炕孵	kàng fū
RECID=R2012111540026573	炕橱	kàng chú
RECID=R2012111540026574	炎	yán
RECID=R2012111540026575	炎天	yán tiān
RECID=R2012111540026576	炎日	yán rì
RECID=R2012111540026577	炎汉	yán hàn
RECID=R2012111540026578	炎灼	yán zhuó
RECID=R2012111540026579	炎肿	yán zhǒng
RECID=R2012111540026580	炎炎	yán yán
RECID=R2012111540026581	炎帝	yán dì
RECID=R2012111540026582	炎热	yán rè
RECID=R2012111540026583	炎夏	yán xià
RECID=R2012111540026584	炎症	yán zhèng
RECID=R2012111540026585	炎凉	yán liáng
RECID=R2012111540026586	炎黄	yán huáng
RECID=R2012111540026587	炎暑	yán shǔ
RECID=R2012111540026588	炎焰	yán yàn
RECID=R2012111540026589	炉	lú
RECID=R2012111540026590	炉子	lú zi
RECID=R2012111540026591	炉瓦	lú wǎ
